,en,de,en_idiom,en_task,existing_task
781,"If you have ideas , please help me out and pass them on to me .","Und was diese Ideen betrifft , so bitte ich Sie , mir zu helfen , mir solche Ideen zu übermitteln .",to pass on,"translate English to German: If you have ideas , please help me out and pass them on to me .","<pad> Wenn Sie Ideen haben, helfen Sie mir bitte, sie an mich weiterzugeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
783,"( PL ) Madam President , China 's interest in African oil , precious metals and gas is beginning to be a little reminiscent of the old colonial policies of certain European powers .","( PL ) Frau Präsidentin ! Chinas Interesse an Afrikas Öl , Edelmetallen und Gas erinnert allmählich ein bisschen an die alte Kolonialpolitik bestimmter europäischer Großmächte .",to be a gas,"translate English to German: ( PL ) Madam President , China 's interest in African oil , precious metals and gas is beginning to be a little reminiscent of the old colonial policies of certain European powers .","<pad> ( PL ) Frau Präsidentin! Chinas Interesse an afrikanischem <unk> l, Edelmetallen und Gas beginnt ein wenig an die alte Kolonialpolitik bestimmter europäischer Mächte zu erinnern.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
784,"We find ourselves in the middle of an economic crisis and , as a consequence , we must pull together in order to reduce costs and increase the interoperability of the military capacity of our Member States .","Wir befinden uns inmitten einer Wirtschaftskrise und müssen daher an einem Strang ziehen , um Kosten zu reduzieren und die Interoperabilität der militärischen Kapazitäten unserer Mitgliedstaaten zu erhöhen .",to pull together,"translate English to German: We find ourselves in the middle of an economic crisis and , as a consequence , we must pull together in order to reduce costs and increase the interoperability of the military capacity of our Member States .","<pad> Wir befinden uns inmitten einer Wirtschaftskrise, und infolgedessen müssen wir zusammenarbeiten, um die Kosten zu senken und die Interoperabilität der militärischen Kapazitäten unserer Mitgliedstaaten zu erhöhen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
785,"That , in any case , is the message which the Committee on Development and Cooperation has asked me to pass on to you .","Das ist zumindest die Botschaft , die ich Ihnen im Auftrag des Ausschusses für Entwicklung zu überbringen habe .",to pass on,"translate English to German: That , in any case , is the message which the Committee on Development and Cooperation has asked me to pass on to you .","<pad> Das ist auf jeden Fall die Botschaft, die ich vom Ausschuss für Entwicklung und Zusammenarbeit an Sie weitergeben möchte.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
786,Discover our pages Belgium in a nutshell !,"Dann besuchen Sie folgende Webseiten : Belgien , kurz und bündig !",in a nutshell,translate English to German: Discover our pages Belgium in a nutshell !,<pad> Entdecken Sie unsere Seiten Belgien kurz gesagt!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
787,"You are all alone to struggle against the 1983 brains , beat it to the end and , well , maybe relive the levels you have already completed or even tailor them to your taste by using the in-built level editor .","kontrolliert werden . Sie sind ganz allein gegen die 1983-Hirne zu kämpfen , sie zu besiegen , und , vielleicht , die beendeten Levels neu zu erleben oder sogar sie nach Ihrem Geschmack mit dem eingebauten Level Editor umzuarbeiten .",to beat it,"translate English to German: You are all alone to struggle against the 1983 brains , beat it to the end and , well , maybe relive the levels you have already completed or even tailor them to your taste by using the in-built level editor .","<pad> Sie sind alle allein, um gegen die Gehirne von 1983 zu kämpfen, es bis zum Ende zu schlagen und vielleicht die Levels, die Sie bereits abgeschlossen haben, wieder aufleben oder sie sogar an Ihren Geschmack anpassen, indem Sie den integrierten Leveleditor verwenden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
788,Collected data are for internal use only . Joachim Behrens Scheessel GmbH does not pass on data to third parties .,Die joachim behrens scheessel gmbh verwendet die erhobenen Daten nur für den internen Gebrauch und gibt diese nicht an Dritte weiter .,to pass on,translate English to German: Collected data are for internal use only . Joachim Behrens Scheessel GmbH does not pass on data to third parties .,<pad> Die erfassten Daten dienen ausschließlich interner Nutzung.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
789,"In this debate , we have heard a number of specific pointers , which we shall obviously not fail to pass on .","In dieser Aussprache haben wir einige konkrete Signale gehört , deren Übermittlung wir natürlich nicht versäumen werden .",to pass on,"translate English to German: In this debate , we have heard a number of specific pointers , which we shall obviously not fail to pass on .","<pad> In dieser Aussprache haben wir eine Reihe konkreter Hinweise gehört, die wir natürlich nicht versäumen werden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
790,"We will now also be writing to the governments , and I know that , in every case , the Commission ’ s insights will be accepted – nobody disputes that – and that all the governments will be cooperative , so I believe that we will be able to sort the problems out .","Wir werden auch jetzt den Regierungen entsprechende Briefe schreiben , und ich weiß , dass in allen Fällen die Erkenntnisse der Kommission akzeptiert werden – niemand bestreitet das – und dass alle Regierungen kooperativ sind . Deshalb glaube ich auch , dass wir in der Lage sein werden , die Probleme zu lösen .",to be in the know,"translate English to German: We will now also be writing to the governments , and I know that , in every case , the Commission ’ s insights will be accepted – nobody disputes that – and that all the governments will be cooperative , so I believe that we will be able to sort the problems out .","<pad> Wir werden jetzt auch an die Regierungen schreiben, und ich weiß, dass die Erkenntnisse der Kommission in jedem Fall akzeptiert werden – niemand bestreitet das – und dass alle Regierungen kooperativ sein werden, daher glaube ich, dass wir die Probleme lösen können.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
791,We welcome the Agreement although it is not our role to pass judgment on it .,"Wir begrüßen das Abkommen , obwohl es nicht unsere Aufgabe ist , darüber zu urteilen .",to pass on,translate English to German: We welcome the Agreement although it is not our role to pass judgment on it .,"<pad> Wir begrüßen das Abkommen, obwohl es nicht unsere Aufgabe ist, darüber zu entscheiden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
792,"Does the Chair intend to pass on a simple courtesy message to parliamentarians , to officials working for the political groups , officials of Parliament and everyone else who works there and who is a French national - on behalf of everyone here of course .","Beabsichtigt die Präsidentschaft , aus Höflichkeit - wohlverstanden , im Namen aller - , eine einfache Botschaft an die Parlamentarier , an das Personal der Fraktionen , an das Personal des Parlaments und dessen Dienststellen zu richten , die französische Staatsangehörige sind ?",to pass on,"translate English to German: Does the Chair intend to pass on a simple courtesy message to parliamentarians , to officials working for the political groups , officials of Parliament and everyone else who works there and who is a French national - on behalf of everyone here of course .","<pad> Beabsichtigt der Vorsitz eine einfache Höflichkeitsbotschaft an die Parlamentarier, die Beamten der Fraktionen, die Beamten des Parlaments und alle anderen, die dort arbeiten und Französisch-Bürger sind - natürlich im Namen aller hier.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
793,"It is not my job to pass judgement on budgetary issues which , furthermore , I have no information about , but I can say that the Commission will take account of what the honourable Members have said , although this does not fall within the competence of the Commissioner responsible for external relations .","Es steht mir nicht zu , über Haushaltsfragen zu befinden , zumal mir von ihnen nichts bekannt ist , jedoch kann ich sagen , dass die Kommission die Äußerungen der Abgeordneten berücksichtigen wird , auch wenn dies nicht in die Zuständigkeit des Kommissars für Außenbeziehungen fällt .",to pass on,"translate English to German: It is not my job to pass judgement on budgetary issues which , furthermore , I have no information about , but I can say that the Commission will take account of what the honourable Members have said , although this does not fall within the competence of the Commissioner responsible for external relations .","<pad> Es ist nicht meine Aufgabe, ein Urteil über Haushaltsfragen zu fällen, über die ich darüber hinaus keine Informationen habe, aber ich kann sagen, dass die Kommission das berücksichtigen wird, was die Damen und Herren Abgeordneten gesagt haben, obwohl dies nicht in die Zuständigkeit des für Außenbeziehungen zuständigen Kommissars fällt.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
794,But we also know that the previous Chancellor 's record on Europe was quite remarkable and it will not be easy to take up the torch .,"Wir wissen aber auch , daß die europäische Bilanz des ehemaligen Bundeskanzlers recht bemerkenswert war und es nicht leicht sein wird , die Fackel zu übernehmen .",to take it easy,translate English to German: But we also know that the previous Chancellor 's record on Europe was quite remarkable and it will not be easy to take up the torch .,"<pad> Aber wir wissen auch, daß die Bilanz des früheren Bundeskanzlers über Europa sehr bemerkenswert war, und es wird nicht leicht sein, die Fackel aufzunehmen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
795,"Our company , Gifoa , take care of your security !","Unsere Firma , Gifoa , kümmern uns um Ihre Sicherheit !",take care !,"translate English to German: Our company , Gifoa , take care of your security !","<pad> Unser Unternehmen, Gifoa, kümmern sich um Ihre Sicherheit!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
