,en,de,en_idiom,en_task,idiom_task
883,"I think that the common resolution as it is now before us is a good starting point for Parliament and I , as delegation chairman , should like to pass it on to our counterparts in Russia next week .","Meines Erachtens ist die gemeinsame Entschließung in ihrer jetzigen Fassung ein guter Ausgangspunkt für das Parlament , und ich als Delegationsvorsitzender würde sie in der nächsten Woche gern unseren russischen Kollegen übergeben .",to pass on,"translate English to German with idiom: I think that the common resolution as it is now before us is a good starting point for Parliament and I , as delegation chairman , should like to pass it on to our counterparts in Russia next week .","<pad> Idiom: Ich denke, dass die gemeinsame Entschließung, wie sie uns jetzt vorliegt, ein guter Ausgangspunkt für das Parlament ist, und ich als Delegationsvorsitzender möchte sie nächste Woche an unsere Kollegen in Russland weiterleiten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
884,It was the result of a long and rough time : they had to learn new techniques of agriculture and frying ; the facilities had to be enlarged and also there was a lot of work to do concerning the commercial increase and maintaining the quality standards etc .,"Es war das Ergebnis eines harten und langen Weges : das Erlernen neuer Techniken des Landbaus und des Frittierens , Erweiterung der Anlagen , Geschäftswachstum , Beibehaltung der Qualitätsstandards , usw.",to rough it,translate English to German with idiom: It was the result of a long and rough time : they had to learn new techniques of agriculture and frying ; the facilities had to be enlarged and also there was a lot of work to do concerning the commercial increase and maintaining the quality standards etc .,"<pad> Idiom: Es war das Ergebnis einer langen und schwierigen Zeit : Sie mussten neue Techniken der Landwirtschaft und Braten lernen ; die Einrichtungen mussten erweitert werden, und es gab auch viel Arbeit bezüglich der kommerziellen Erhöhung und Aufrechterhaltung der Qualitätsstandards usw.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
885,In this country it seems to be that the left hand doesn 't know what the right hand does .,"Anscheinend hat hier in diesem Land die linke Hand keine Ahnung , was die rechte tut .",to be in the know,translate English to German with idiom: In this country it seems to be that the left hand doesn 't know what the right hand does .,"<pad> Idiom: In diesem Land scheint es zu sein, dass die linke Hand nicht weiß, was die Rechte tut.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
887,"The wheels are removed in a jiffy , making it very easy to take with you in the car .","Die Räder lassen sich schnell abnehmen , sodass die Mitnahme im Auto kein Problem ist .",to take it easy,"translate English to German with idiom: The wheels are removed in a jiffy , making it very easy to take with you in the car .","<pad> Idiom: Die Räder werden in einem jiffy entfernt, was es sehr einfach macht, mit Ihnen im Auto mitzunehmen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
888,"3 And it came to pass that on the morrow they started to go up , having with them one a Ammon , he being a strong and mighty man , and a b descendant of Zarahemla ; and he was also their leader .","3 Und es begab sich : Am nächsten Tag machten sie sich auf , hinaufzugehen , und sie hatten einen gewissen Ammon bei sich , der ein starker und mächtiger Mann war und ein Abkömmling Zarahemlas ; und er war auch ihr Führer .",to pass on,"translate English to German with idiom: 3 And it came to pass that on the morrow they started to go up , having with them one a Ammon , he being a strong and mighty man , and a b descendant of Zarahemla ; and he was also their leader .","<pad> 3 Und es begab sich: Am Morgen fingen sie an a Ammon, er war ein starker und mächtiger Mann und Abkömmling Zarahemlas ; und er war auch ihr Führer.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
889,"Please note : A USD 200 hold will be placed on credit cards at time of check in to cover possible damages , and will be released once the guest has checked out .","Bitte beachten Sie , dass beim Check-in Ihre Kreditkarte vorläufig mit einer Kaution von USD 200 für eventuelle Schäden belastet wird . Beim Check-out wird diese wieder entlastet .",to be on hold,"translate English to German with idiom: Please note : A USD 200 hold will be placed on credit cards at time of check in to cover possible damages , and will be released once the guest has checked out .","<pad> Idiom: Bitte beachten Sie : Beim Check-in wird ein USD 200 Holding auf Kreditkarten platziert, um eventuelle Schäden zu decken.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
890,"Any official who has concrete grounds for believing that he is dealing with a case of fraud or corruption will , in the future , not only be obliged to pass this on but will also have the right - bypassing their superior if need be - to go directly to OLAF if they feel this to be necessary .","Jeder Beamte , der konkrete Anhaltspunkte für das Vorliegen von Betrugs- oder Korruptionsfällen hat , hat künftig nicht nur die Pflicht , dieses mitzuteilen , er hat auch das Recht , sich - notfalls unter Umgehung seines Vorgesetzten - direkt an OLAF zu wenden , wenn er dies für nötig hält .",to pass on,"translate English to German with idiom: Any official who has concrete grounds for believing that he is dealing with a case of fraud or corruption will , in the future , not only be obliged to pass this on but will also have the right - bypassing their superior if need be - to go directly to OLAF if they feel this to be necessary .","<pad> Idiom: Jeder Beamte, der konkrete Gründe dafür hat, zu glauben, dass er sich mit einem Fall von Betrug oder Korruption befasst hat, wird in Zukunft nicht nur verpflichtet sein, dies weiterzugeben, sondern auch das Recht haben - wenn es nötig ist -, direkt an OLAF zu gehen, wenn er dies für notwendig hält.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
891,I believe it is too early to pass judgement on the various instruments that can be classified .,"Meines Erachtens ist es verfrüht , die einzelnen Instrumente , die sich bestimmten Kategorien zuordnen lassen , zu bewerten .",to pass on,translate English to German with idiom: I believe it is too early to pass judgement on the various instruments that can be classified .,"<pad> Idiom: Ich glaube, es ist zu früh, um die verschiedenen Instrumente zu beurteilen, die eingestuft werden können.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
892,"With regard to the conference , it takes two to tango .","Im Hinblick auf die Konferenz möchte ich anmerken , daß man zum Tanzen immer einen Partner braucht .",it takes two to tango .,"translate English to German with idiom: With regard to the conference , it takes two to tango .","<pad> Idiom: Was die Konferenz betrifft, braucht es zwei.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
893,"We are , however , critical of the fact that the ball has been set rolling for the EU budget to be used to finance the common foreign and security policy .","Auf der anderen Seite sehen wir es aber als kritisch an , dass der Stein für eine Finanzierung der gemeinsamen Außen- und Sicherheitspolitik mit Mitteln des EU-Haushalts ins Rollen gebracht worden ist .",to set the ball rolling,"translate English to German with idiom: We are , however , critical of the fact that the ball has been set rolling for the EU budget to be used to finance the common foreign and security policy .","<pad> Idiom: Wir kritisieren jedoch die Tatsache, dass der EU-Haushalt zur Finanzierung der Gemeinsamen Außen- und Sicherheitspolitik genutzt werden soll.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
894,We attempt take care of your requests as soon as possible !,Wir werden uns so bald als möglich um Ihre Anliegen bemühen !,take care !,translate English to German with idiom: We attempt take care of your requests as soon as possible !,<pad> idiom: Wir versuchen uns so schnell wie möglich um Ihre Wünsche zu kümmern!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
895,"It is clear that since Finland and Sweden became members of the EU , environmental issues in the Baltic Sea have once again come to the fore with nutritive salt being a serious environmental problem .","Es ist ja völlig klar , daß die Umweltprobleme der Ostsee seit der Mitgliedschaft Finnlands und Schwedens in der EU neue Aktualität erhalten haben , wobei das Nährsalzproblem eine ernste Umweltbedrohung darstellt .",to come to the fore,"translate English to German with idiom: It is clear that since Finland and Sweden became members of the EU , environmental issues in the Baltic Sea have once again come to the fore with nutritive salt being a serious environmental problem .","<pad> Idiom: Es ist klar, dass seit Finnland und Schweden EU-Mitgliedschaften in der Ostsee Umweltfragen wieder in den Vordergrund gerückt sind, denn Nährwertsalz ist ein ernstes Umweltproblem.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
896,I did not say ' we have failed to accept political Islam ' !,"Ich habe nicht gesagt "" wir haben es nicht geschafft , den politischen Islam zu akzeptieren "" !",i say !,translate English to German with idiom: I did not say ' we have failed to accept political Islam ' !,"<pad> Idiom: Ich habe nicht gesagt, wir haben den politischen Islam nicht akzeptiert!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
898,"What can we learn from the older generations ? What can they pass on to us , which experiences have they made ?","Was können wir der älteren Generation mitgeben , was für Erfahrungen sind bereits von ihnen gemacht worden ?",to pass on,"translate English to German with idiom: What can we learn from the older generations ? What can they pass on to us , which experiences have they made ?","<pad> Idiom: Was können wir von den älteren Generationen lernen, was können sie uns weitergeben, welche Erfahrungen haben sie gemacht?</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
900,"Mr President , Commissioner , I would like to thank you for the clear way in which you have presented the Commission ' s position , although this definitely does not mean that I am in full agreement with it .","Ich möchte Ihnen danken für die Klarheit , mit der Sie die Position der Kommission vorgetragen haben . Das muß ja nicht bedeuten , daß ich damit unbedingt einverstanden bin .",to clear the way,"translate English to German with idiom: Mr President , Commissioner , I would like to thank you for the clear way in which you have presented the Commission ' s position , although this definitely does not mean that I am in full agreement with it .","<pad> Herr Präsident, Herr Kommissar! Ich möchte Ihnen für die klare Art und Weise danken, in der Sie den Standpunkt der Kommission dargelegt haben, obwohl dies zweifellos nicht bedeutet, dass ich mit ihr völlig einverstanden bin.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
