,en,de,en_idiom,de_idiom,en_task,de_translation_t5,de_translation_t5_trained
2047,It is not too late for us to pull ourselves together and win back this right from the Commission .,"Es ist nie zu spät , sich zu besinnen und es von der Kommission zurückzuerlangen .",to pull together,am gleichen strang ziehen,translate to german: It is not too late for us to pull ourselves together and win back this right from the Commission .,"<pad> Es ist nicht zu spät für uns, uns zusammenzubringen und dies von der Kommission zurückzugewinnen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Es ist nie zu spät, sich zu besinnen und es von der Kommission zurückzuerlangen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2048,Visit our website www.freecross.de often for an updated look at the tour dates and stops - including the more spontaneous Freecross group rides - in your area . Then some day you ´ ll be able to say : &quot; I was freecrossing before it went mainstream !,"Jetzt gehen wir mit Freecross auf Tour , um noch mehr Menschen die Chance zu geben , diesen Sport für sich zu entdecken .",i say !,hören sie mal !,translate to german: Visit our website www.freecross.de often for an updated look at the tour dates and stops - including the more spontaneous Freecross group rides - in your area . Then some day you ´ ll be able to say : &quot; I was freecrossing before it went mainstream !,<pad> Besuchen Sie unsere Website www.freecross.de oftmals für einen aktualisierten Überblick über die Touren und Haltestellen - einschließlich der spontaneren Freecross Gruppenfahrten - in Ihrer Region.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,<pad> Besuchen Sie unsere Website www.freecross.de oft für einen aktualisierten Blick auf die Tourdaten und Stops - einschließlich der spontaner Freecross-Gruppenfahrten - in Ihrer Gegend.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
2049,Parents who are mentally ill has an extremely high chance to pass it on to their children .,"Eltern , die psychisch krank sind verfügt über eine sehr hohe Chance , um es an ihre Kinder weitergeben .",to pass on,das zeitliche segnen,translate to german: Parents who are mentally ill has an extremely high chance to pass it on to their children .,"<pad> Eltern, die geistig krank sind, haben eine extrem hohe Chance, sie an ihre Kinder weiterzugeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Eltern, die psychisch krank sind verfügt über eine sehr hohe Chance, um es an ihre Kinder weitergeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2050,They may not travel to other Member States nor pass through other Member States on their return to their country of origin .,Sie dürfen weder in einen anderen Mitgliedstaat reisen noch bei der Rückkehr in ihr Herkunftsland einen anderen Mitgliedstaat passieren .,to pass on,das zeitliche segnen,translate to german: They may not travel to other Member States nor pass through other Member States on their return to their country of origin .,<pad> Sie dürfen nicht in andere Mitgliedstaaten reisen oder bei ihrer Rückkehr in ihr Herkunftsland durch andere Mitgliedstaaten reisen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,<pad> Sie dürfen weder in einen anderen Mitgliedstaat reisen noch bei der Rückkehr in ihr Herkunftsland einen anderen Mitgliedstaat passieren.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
2051,I voted in favour of this text because it presents these issues in a clear way and launches a strong appeal to the European Commission : the ESF must become a key instrument of EU policies .,"Ich habe für diesen Text gestimmt , da er diese Punkte deutlich aufzeigt und mit Nachdruck an die Europäische Kommission appelliert , dass der ESF ein Schlüsselinstrument der EU-Politik werden muss .",to clear the way,den weg frei machen,translate to german: I voted in favour of this text because it presents these issues in a clear way and launches a strong appeal to the European Commission : the ESF must become a key instrument of EU policies .,"<pad> Ich habe für diesen Text gestimmt, weil er diese Fragen klar darstellt und einen starken Appell an die Europäische Kommission richtet: Der ESF muss ein Schlüsselinstrument der EU-Politik werden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Ich habe für diesen Text gestimmt, da er diese Punkte deutlich aufzeigt und mit Nachdruck an die Europäische Kommission appelliert, dass der ESF ein Schlüsselinstrument der EU-Politik werden muss.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2052,"Similarly , the customer is forbidden to offer in any commercial form , to sell , to rent out , to lend , to share or to allow any third persons to use the VoipSoftware .","Der Kunde unterlässt es insbesondere auch , die VoipSoftware Dritten geschäftsmäßig anzubieten , zu verkaufen , zu vermieten , zu verleihen , zu verteilen oder sonst zur Nutzung zu überlassen .",to sell out,sich selbst untreu werden,"translate to german: Similarly , the customer is forbidden to offer in any commercial form , to sell , to rent out , to lend , to share or to allow any third persons to use the VoipSoftware .","<pad> Ebenso ist es dem Kunden verboten, in kommerzieller Form anzubieten, zu verkaufen, zu vermieten, zu verleihen, zu teilen oder Dritten die Nutzung der VoipSoftware zu gestatten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Ebenso verbot der Kunde die VoipSoftware Dritten geschäftsmäßig anzubieten, zu verkaufen, zu vermieten, zu verleihen, zu verteilen oder sonst zur Nutzung zu überlassen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2053,"Mr President , the floor is yours .",Herr Präsident Sie haben das Wort .,the floor is yours .,sie haben das wort !,"translate to german: Mr President , the floor is yours .",<pad> Das Wort hat Sie.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,<pad> Herr Präsident Sie haben das Wort.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
2054,"Because this is an automatic mechanism , and if we have surpluses in the Community and a policy designed to get them out of the Community to sell them to markets where prices are lower , then it is obvious from day to day and month to month as world markets change that we need an order to get these surpluses out of the Union .","Denn das läuft automatisch ab , und wenn wir in der Gemeinschaft Überschüsse haben und unsere Politik darauf abzielt , diese Überschüsse außerhalb der Gemeinschaft auf den Weltmärkten , wo die Preise niedriger sind , zu verkaufen , brauchen wir - je nach den täglichen oder monatlichen Schwankungen auf dem Weltmarkt - eine Regelung , wie wir diese Überschüsse aus der Union herausbekommen .",to sell out,sich selbst untreu werden,"translate to german: Because this is an automatic mechanism , and if we have surpluses in the Community and a policy designed to get them out of the Community to sell them to markets where prices are lower , then it is obvious from day to day and month to month as world markets change that we need an order to get these surpluses out of the Union .","<pad> Denn es ist ein automatischer Mechanismus, und wenn wir Überschüsse in der Gemeinschaft und eine Politik haben, die darauf abzielt, sie aus der Gemeinschaft zu vertreiben, um sie an Märkte zu verkaufen, wo die Preise niedriger sind, dann ist es von Tag zu Tag und Monat zu Monat, wenn sich die Weltmärkte ändern, offensichtlich, dass wir eine Reihe von Überschüssen aus der Union brauchen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Da es sich hierbei um einen automatischen Mechanismus handelt, und wenn wir in der Gemeinschaft Überschüsse haben und unsere Politik darauf abzielt, diese Überschüsse außerhalb der Gemeinschaft auf den Weltmärkten, wo die Preise niedriger sind, zu verkaufen, brauchen wir - je nach den täglichen oder monatlichen Schwankungen auf dem Weltmarkt - eine Regelung, wie wir diese Überschüsse aus der Union herausbekommen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2055,"As a result , it is not possible either to follow the American model and pass on a portion of the annual government deficit to the rest of the world , which continues to compete for possession of an exchange currency that is falling in value .","Deshalb kann auch ein Teil der jährlichen öffentlichen Defizite nicht nach US-amerikanischem Vorbild auf den Rest der Welt abgewälzt werden , die sich noch immer nicht nach einer an Wert verlierenden Tauschwährung drängt .",to pass on,das zeitliche segnen,"translate to german: As a result , it is not possible either to follow the American model and pass on a portion of the annual government deficit to the rest of the world , which continues to compete for possession of an exchange currency that is falling in value .","<pad> Deshalb ist es auch nicht möglich, dem amerikanischen Modell zu folgen und einen Teil des jährlichen Staatsdefizits an die übrige Welt weiterzugeben, die weiterhin um den Besitz einer wertsenkenden Wechselkurswährung konkurriert.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Somit kann auch ein Teil der jährlichen öffentlichen Defizite nicht nach US-amerikanischem Vorbild auf den Rest der Welt abgewälzt werden, die sich noch immer nicht nach einer an Wert verlierenden Tauschwährung drängt.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2056,"In my opinion , we shall be doing Europe a disservice , precisely in these times of crisis , if we do not all pull together and help the Czech Presidency to function .","Meiner Meinung nach erweisen wir Europa gerade in der Krise einen Bärendienst , wenn wir jetzt nicht alle zusammen dazu beitragen , dass die tschechische Ratspräsidentschaft funktioniert .",to pull together,am gleichen strang ziehen,"translate to german: In my opinion , we shall be doing Europe a disservice , precisely in these times of crisis , if we do not all pull together and help the Czech Presidency to function .","<pad> Meiner Meinung nach werden wir Europa in diesen Krisenzeiten einen schlechten Dienst erweisen, wenn wir nicht alle zusammenarbeiten und der tschechischen Präsidentschaft helfen, zu funktionieren.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Meiner Meinung nach erweisen wir Europa gerade in der Krise einen Bärendienst, wenn wir jetzt nicht alle zusammen dazu beitragen, dass die tschechische Ratspräsidentschaft funktioniert.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
2057,"You will work in close collaboration with our designers and buyers , and of course with our stores , who will pass on to you our customer &apos;s opinions about the fashion items that will be best sellers .","Sie werden eng mit unseren Designern und unseren Einkäufern zusammenarbeiten und selbstverständlich mit den Läden , die Ihnen die Meinungen unserer Kunden über die Mode , die sich am besten verkaufen wird , übermitteln werden .",to pass on,das zeitliche segnen,"translate to german: You will work in close collaboration with our designers and buyers , and of course with our stores , who will pass on to you our customer &apos;s opinions about the fashion items that will be best sellers .","<pad> Sie werden in enger Zusammenarbeit mit unseren Designern und Käufern und natürlich auch mit unseren Läden arbeiten, die Ihnen die Meinungen unseres Kunden über die Modeartikel übermitteln, die am besten verkaufen werden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","<pad> Sie werden eng mit unseren Designern und unseren Einkäufern zusammenarbeiten und selbstverständlich mit den Läden, die Ihnen die Meinungen unserer Kunden über die Mode, die sich am besten verkaufen wird, übermitteln werden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
