,en,de,en_idiom,en_task,existing_task_finetuned
662,"The best way to simplify legislation and administrative provisions is to have clear legal bases , but unfortunately in the cases concerned the only binding Community legislation is in Articles 130a to 130t .","Die beste Vereinfachung der Gesetzgebungs- und Verwaltungsvorschriften resultiert aus der Klarheit der Rechtsgrundlagen , aber leider sind sie in den betreffenden Fällen nur in den Artikeln 130 a bis 130 t verbindliches Gemeinschaftsrecht .",to clear the way,"translate English to German: The best way to simplify legislation and administrative provisions is to have clear legal bases , but unfortunately in the cases concerned the only binding Community legislation is in Articles 130a to 130t .","<pad> Der beste Weg zur Vereinfachung der Rechtsvorschriften und der Verwaltungsvorschriften ist eine klare Rechtsgrundlage, doch leider ist in den betreffenden Fällen die einzige verbindliche Gemeinschaftsgesetzgebung in Artikeln 130a bis 130t enthalten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
664,"I also call upon the President to express and pass on our sympathy and support to those who have been kidnapped , and their families , and for him to invite the skipper of the vessel , once he has been freed , to Parliament .","Ich fordere auch den Herrn Präsidenten auf , den Entführten und ihren Familien gegenüber unser Mitgefühl und unsere Unterstützung zum Ausdruck zu bringen und den Schiffskapitän nach seiner Befreiung ins Parlament einzuladen .",to pass on,"translate English to German: I also call upon the President to express and pass on our sympathy and support to those who have been kidnapped , and their families , and for him to invite the skipper of the vessel , once he has been freed , to Parliament .","<pad> Ich fordere den Präsidenten auf, denjenigen, die entführt worden sind, sowie ihren Familien unser Mitgefühl und unsere Solidarität auszudrücken und ihm zu übermitteln, damit er den Kapitän des Schiffes, sobald er befreit wurde, an das Parlament appelliert.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
665,"So , if we accept this fuzziness , we will be referring back to the Court of Justice for interpretations , which we know in advance will be as broadly as possible in favour of Community authority .","Wenn wir diese unklare Situation schließlich akzeptierten , würden wir es dem Europäischen Gerichtshof überlassen , Interpretationen abzugeben , von denen wir im voraus wissen , daß sie , um die Gemeinschaftskompetenzen zu stärken , so extensiv wie möglich gehalten sein werden .",to be in the know,"translate English to German: So , if we accept this fuzziness , we will be referring back to the Court of Justice for interpretations , which we know in advance will be as broadly as possible in favour of Community authority .","<pad> Wenn wir also diese Unbehagenheit akzeptieren, werden wir uns bei Interpretationen an den Gerichtshof wenden, von denen wir bereits im Vorfeld wissen, daß sie möglichst breit für die Gemeinschaftsbehörden sind.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
666,"Mr President , I was very aggrieved when the President of the European Parliament did not have a seat at the table for the negotiations with President Bush .","Ich war sehr betrübt , als der Präsident des Europäischen Parlaments bei den Verhandlungen mit Präsident Bush keinen Platz am Verhandlungstisch erhielt .",have a seat .,"translate English to German: Mr President , I was very aggrieved when the President of the European Parliament did not have a seat at the table for the negotiations with President Bush .","<pad> Herr Präsident, ich war äußerst beschämend, wenn der Präsident des Europäischen Parlaments nicht den Tisch für die Verhandlungen mit Präsident Bush hat.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
667,"However , whistle-blowing has a different ramification in the west of Scotland : it tends to indicates flutes and that does not go down too well in my part of the world .","Im Westen Schottlands hat dieser Ausdruck allerdings eine andere Bedeutung , dort denkt man eher an Blockflöten , was in meinem Teil der Welt gar nicht so gut ankommt .",to go west,"translate English to German: However , whistle-blowing has a different ramification in the west of Scotland : it tends to indicates flutes and that does not go down too well in my part of the world .","<pad> Der Whistleblowing hat jedoch im Westen Schottlands eine andere ramife : Im Westen Schottlands weist er tendenziell auf Flöte hin, und das fällt in meinem Teil der Welt nicht zu gut.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
668,"This , in a nutshell , provided the main impetus for our decision to resume the negotiations on the new EU-Russia agreement , despite what happened in Georgia last August .","Kurzum , dies war der Hauptimpuls für unsere Entscheidung , die Verhandlungen über das neue Abkommen EU-Russland trotz der Ereignisse in Georgien im vergangenen August wieder aufzunehmen .",in a nutshell,"translate English to German: This , in a nutshell , provided the main impetus for our decision to resume the negotiations on the new EU-Russia agreement , despite what happened in Georgia last August .","<pad> Dies war, zusammengefasst, der wichtigste Impuls für unsere Entscheidung, die Verhandlungen über das neue EU-Russland-Abkommen wieder aufzunehmen, trotz der Ereignisse im letzten August in Georgien.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
669,Under REACH distributors have the obligation to pass on information up and down the supply chain .,"Gemäß REACH-VO sind Distributeure verpflichtet , den Informationsfluss entlang der Lieferkette sicherzustellen .",to pass on,translate English to German: Under REACH distributors have the obligation to pass on information up and down the supply chain .,"<pad> Die Distributoren haben nach REACH die Pflicht, bis in die Lieferkette weiterzuleiten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
671,"How is it possible that , in this day and age , the four Member States that form part of the United Nations Security Council do not vote in the same way but rather do so differently ?","Wie ist es heute noch möglich , dass die vier Mitgliedstaaten , die im UN-Sicherheitsrat vertreten sind , nicht in derselben Weise abstimmen , sondern so unterschiedlich abstimmen ? --",in this day and age,"translate English to German: How is it possible that , in this day and age , the four Member States that form part of the United Nations Security Council do not vote in the same way but rather do so differently ?","<pad> Wie kann es möglich sein, dass in unserer Zeit die vier Mitgliedstaaten, die zum Sicherheitsrat der Vereinten Nationen gehören, nicht so stimmen, sondern anders verhalten?</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
672,But it was essential to have this kind of compromise in order to close the door to social dumping as a result of the freedom to provide services in the single market .,"Ein solcher Kompromiß war aber unerläßlich , um dem Sozialdumping als Folge der Dienstleistungsfreiheit im Binnenmarkt einen Riegel vorzuschieben .",to close the door,translate English to German: But it was essential to have this kind of compromise in order to close the door to social dumping as a result of the freedom to provide services in the single market .,"<pad> Es war jedoch von entscheidender Bedeutung, diesen Kompromiss zu haben, um der freien Dienstleistung im Binnenmarkt die Tür zum Sozialdumping zu verschließen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
673,"To pass on their experiences to today 's and future generations is one of the most distinguished tasks , our organizations are confronted with .","Deren Erfahrungen an heutige und zukünftige Generationen weiterzugeben ist eine der vornehmsten Aufgaben , die vor unseren Organisationen steht .",to pass on,"translate English to German: To pass on their experiences to today 's and future generations is one of the most distinguished tasks , our organizations are confronted with .","<pad> Die Weitergabe ihrer Erfahrungen an die heutigen und zukünftigen Generationen ist eine der angesehensten Aufgaben, mit denen unsere Organisationen konfrontiert sind.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
675,Please note : We respect your privacy ; we do not pass on details to any third party for any reason whatsoever .,"Bitte beachten Sie : Wir respektieren Ihre Privatsphäre , wir geben Ihre Daten auf keinen Fall an Dritte weiter .",to pass on,translate English to German: Please note : We respect your privacy ; we do not pass on details to any third party for any reason whatsoever .,<pad> Bitte beachten Sie : Wir respektieren Ihre Privatsphäre ; wir geben keine Daten aus irgendeinem Grund an Dritte weiter.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
676,"With Nokia PC Suite , you can edit and organise your contacts , and write a to-do list and then pass it on to your mobile .","Mit Nokia PC Suite , werden Sie Ihre Kontakte editieren und organisieren , und Ihre Aufgabenliste erstellen können , um es später auf Ihren Telefon übertragen .",to pass on,"translate English to German: With Nokia PC Suite , you can edit and organise your contacts , and write a to-do list and then pass it on to your mobile .","<pad> Mit der Nokia PC Suite können Sie Ihre Kontakte editieren und organisieren, eine To-Do-Liste erstellen und sie an Ihr Handy weiterleiten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
677,"I am sure that when you have all the necessary information , you will pass it on to this House so that we can also analyse it .","Ich bin sicher , sobald Ihnen alle erforderlichen Informationen vorliegen , werden sie diese unserem Haus übermitteln , damit wir sie ebenfalls analysieren können .",to pass on,"translate English to German: I am sure that when you have all the necessary information , you will pass it on to this House so that we can also analyse it .","<pad> Ich bin sicher, dass Sie bei der Besitzung aller notwendigen Informationen dieses Parlaments weiterleiten, damit wir diese auch analysieren können.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
678,"In this day and age the solutions are much more complicated , and we must come up with a different approach .","Heutzutage sind die Lösungen viel komplizierter , und wir müssen ein anderes Konzept entwickeln .",in this day and age,"translate English to German: In this day and age the solutions are much more complicated , and we must come up with a different approach .","<pad> In der heutigen Zeit sind die Lösungen viel komplizierter, und wir müssen uns mit einem anderen Konzept auseinandersetzen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
679,"For this reason , new deposits , such as gas in rocks , will be a useful supplement to existing deposits and will therefore reduce our dependency on imports .","Deswegen können eigene neue Vorkommen , wie z. B. Gas in Gesteinsformationen , eine hilfreiche Ergänzung unserer eigenen Vorkommen darstellen und damit unsere Importabhängigkeit verringern .",to be a gas,"translate English to German: For this reason , new deposits , such as gas in rocks , will be a useful supplement to existing deposits and will therefore reduce our dependency on imports .",<pad> Aus diesem Grund werden neue Vorkommen wie das Gas in Steinen eine nützliche Ergänzung zu den vorhandenen Vorräten sein und unsere Abhängigkeit von Importen verringern.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
