,en,de,en_idiom,de_idiom,en_task,de_translation_t5
1378,In other words : A logged in user ; an already existing customer of the netbank needs to go the extra mile while ~ somebody ~ can simply send in a request .,"Lassen wir uns das noch mal kurz auf der Zunge zergehen : Wenn ich eingeloggt bin , also offensichtlich registrierter netbank -Kunde bin und auch meine PIN kenne , so macht man es mir schwerer , Service zu erhalten . Wenn ich ~ irgendwer ~ bin , bzw. eben nicht eingeloggt , so kann ich mühelos eine Anfrage stellen .",to go the extra mile,sich besonders anstrengen,translate to german: In other words : A logged in user ; an already existing customer of the netbank needs to go the extra mile while ~ somebody ~ can simply send in a request .,<pad> Mit anderen Worten : Ein eingeloggter Benutzer ; ein bereits existierender
1379,It should also be a priority to create gas interconnectors enabling connections between systems and rapid transmission of gas reserves in the event of further crises .,"Auch die Einrichtung von Gas-Interconnectors , die eine Vernetzung der Systeme und einen schnellen Transport von Gasreserven im Falle weiterer Krisen ermöglichen , sollte Priorität haben .",to be a gas,zum brüllen sein,translate to german: It should also be a priority to create gas interconnectors enabling connections between systems and rapid transmission of gas reserves in the event of further crises .,"<pad> Es sollte auch eine Priorität sein, Gas-Interconnectoren zu schaffen, die"
1380,"Without a shadow of a doubt , nobody should be fighting harder for the Constitution than the President of the Commission .",Niemand müsste ohne jeden Hauch des Zweifels mehr für diese Verfassung kämpfen als der Präsident der Kommission .,without a shadow of a doubt,vollkommen außer zweifel,"translate to german: Without a shadow of a doubt , nobody should be fighting harder for the Constitution than the President of the Commission .",<pad> Ohne Zweifel sollte niemand mehr für die Verfassung kämpfen als der Kommissionspräsident
1381,"The European Commission - and I would ask Commissioner Liikanen to pass this on - should stop writing this convention into EU legislative documents , rather on the assumption that &apos; we need not concern ourselves with the ethical questions ; the Council of Europe has already done so &apos; .","Die Europäische Kommission - Herr Kommissar Liikanen , geben Sie das bitte weiter - sollte aufhören , diese Konvention in Rechtsdokumente der Europäischen Union hineinzuschreiben , etwa nach dem Motto &quot; Um die ethischen Fragen brauchen wir uns ja nicht zu kümmern , dies hat ja der Europarat getan &quot; .",to pass on,das zeitliche segnen,"translate to german: The European Commission - and I would ask Commissioner Liikanen to pass this on - should stop writing this convention into EU legislative documents , rather on the assumption that &apos; we need not concern ourselves with the ethical questions ; the Council of Europe has already done so &apos; .","<pad> Die Europäische Kommission - und ich bitte Kommissar Liikanen,"
1382,"To those businesses that have moved their production abroad for their own convenience and in order to avoid bureaucracy , and which are now complaining , I would say : you have only yourselves to blame !","Denjenigen , die ihre Produktionen ins Ausland verlagert haben , damit sie es bequemer und weniger Bürokratie haben , und sich jetzt darüber beschweren , rufe ich zu : Selber schuld !",i say !,hören sie mal !,"translate to german: To those businesses that have moved their production abroad for their own convenience and in order to avoid bureaucracy , and which are now complaining , I would say : you have only yourselves to blame !","<pad> Den Unternehmen, die ihre Produktion ins Ausland verlagert haben, um die Bürokrati"
1383,We all know that the way in which Member States draw up their statistics is to be treated with caution from the moment you really get into details .,"Wir wissen alle , daß man bei der Art und Weise , wie die Mitgliedstaaten ihre Statistiken aufstellen , Vorsicht walten lassen muß , sobald man wirklich in die Einzelheiten geht .",to be in the know,im bild / bilde sein,translate to german: We all know that the way in which Member States draw up their statistics is to be treated with caution from the moment you really get into details .,"<pad> Wir alle wissen, dass die Art und Weise, wie die Mitgliedstaaten ihre Statistik"
1384,We are very happy to arrange a special appointment and to take care of you !,"Wir werden von Herzen gerne arrangieren , Sie auch zu anderen Zeiten bei uns zu umsorgen !",take care !,machen sie es gut !,translate to german: We are very happy to arrange a special appointment and to take care of you !,<pad> Gerne organisieren wir einen speziellen Termin und kümmern uns um Sie!</s> <pad> <pad> <pad>
1385,Ships have to be large enough to withstand bad weather on the high seas and hold enough crew and scientists for the challenging work on deck .,"Die Schiffe müssen groß genug sein , um schlechtem Wetter auf dem offenen Meer zu widerstehen und genug Mannschaft und Wissenschaftler für das schwierige Arbeiten an Deck unterzubringen .",to be on hold,auf eis liegen,translate to german: Ships have to be large enough to withstand bad weather on the high seas and hold enough crew and scientists for the challenging work on deck .,"<pad> Die Schiffe müssen groß genug sein, um schlechtes Wetter auf hoher See zu be"
1386,"If you should feel hungry , go into the kitchen which is equipped with a huge fridge , an electric and a gas stove , a washing-machine and ... enjoy your meal !","Die Küche ist mit einem großen Kühlschrank , einem E Herd und einem Gasherd , einer Geschirrspülmaschine eingerichtet . Alles praktisch und funktionell .",enjoy your meal !,lass es dir schmecken !,"translate to german: If you should feel hungry , go into the kitchen which is equipped with a huge fridge , an electric and a gas stove , a washing-machine and ... enjoy your meal !","<pad> Wenn Sie sich hungrig fühlen sollten, gehen Sie in die Küche, die mit"
1387,"For example , given the information we have , to oppose appropriate sex education for everybody , particularly the youngest people , in this day and age , is , however you look at it , an affront against life and dignity , and is quite frankly immoral .","Sich beispielsweise in dieser Zeit und angesichts der uns vorliegenden Informationen gegen eine angemessene Sexualerziehung für alle , insbesondere für die jungen Menschen , zu stellen , ist , wie man auch sehen mag , ein Angriff auf das Leben und die Würde und ganz einfach unmoralisch .",in this day and age,in der heutigen zeit,"translate to german: For example , given the information we have , to oppose appropriate sex education for everybody , particularly the youngest people , in this day and age , is , however you look at it , an affront against life and dignity , and is quite frankly immoral .",<pad> Beispielsweise ist es angesichts der uns zur Verfügung stehenden Informationen ein Affront
1388,"Mr President , I believe that this debate must be seen in relation to the one we are going to hold this afternoon on relations with the new neighbouring countries .","– Herr Präsident , meine Damen und Herren !",to be on hold,auf eis liegen,"translate to german: Mr President , I believe that this debate must be seen in relation to the one we are going to hold this afternoon on relations with the new neighbouring countries .","<pad> Herr Präsident, ich glaube, dass diese Debatte im Zusammenhang mit der Debatte,"
1389,&apos;Keep at it ! &apos; is the message we should like to pass on to the new Slovakian Government .,"&apos; An die Arbeit ! &apos; , diese Aufforderung möchten wir der neuen slowakischen Regierung mit auf den Weg geben .",to pass on,das zeitliche segnen,translate to german: &apos;Keep at it ! &apos; is the message we should like to pass on to the new Slovakian Government .,"<pad> Das ist die Botschaft, die wir der neuen slowakischen Regierung übermitteln möchten.</s>"
1390,That is the only message that I should like to pass on today .,"Das ist die einzige Botschaft , die ich heute übermitteln möchte .",to pass on,das zeitliche segnen,translate to german: That is the only message that I should like to pass on today .,"<pad> Das ist die einzige Botschaft, die ich heute weiterleiten möchte.</s> <pad> <pad> <pad> <pad>"
1391,"She never used a recipe life seems to fly by a lot faster now our tree isn t fancy , recipe dinner company nothing matches , it s a hodge-podge of anywhere , recipe for wellington i haven t heard a single car go by on the main .",Recipe ( s ) available results found for : soup fish seafood minor s boston clam chowder ( sodium and fat modified ) not rated : chinese crabmeat and . Boston baked beans summer pudding grilled texmex salad creamy clam chowder chicken enchiladas sicilian baked white recipe favorites fruit fondue .,to fly by,( wie ) im flug vergehen,"translate to german: She never used a recipe life seems to fly by a lot faster now our tree isn t fancy , recipe dinner company nothing matches , it s a hodge-podge of anywhere , recipe for wellington i haven t heard a single car go by on the main .","<pad> Sie hat nie eine Rezeption verwendet scheinen viel schneller zu fliegen,"
1392,"23 And again , it shall come to pass that on as many as ye shall baptize with water , ye shall lay your a hands , and they shall receive the b gift of the Holy Ghost , and shall be c looking forth for the signs of my d coming , and shall know me .","23 Und weiter , es wird sich begeben : Allen , die ihr mit Wasser tauft , sollt ihr a eure Hände auflegen , und sie sollen die b Gabe des Heiligen Geistes empfangen und sollen nach den c Zeichen meines d Kommens ausschauen und werden mich erkennen .",to pass on,das zeitliche segnen,"translate to german: 23 And again , it shall come to pass that on as many as ye shall baptize with water , ye shall lay your a hands , and they shall receive the b gift of the Holy Ghost , and shall be c looking forth for the signs of my d coming , and shall know me .","<pad> 23 Und wieder, es wird sich begeben: So viele, die ihr mit Wasser"
