,en,de,en_task,existing_task_with_suffix_translations
873,It is therefore very important to pass on our experience in reinforcing democratic institutions .,"Es ist daher sehr wichtig , unsere Erfahrungen bei der Stärkung demokratischer Institutionen weiterzugeben .",translate English to German: It is therefore very important to pass on our experience in reinforcing democratic institutions .,"<pad> Deshalb ist es äußerst wichtig, unsere Erfahrungen bei der Stärkung demokratischer Institutionen weiterzugeben.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
874,I will happily pass on information to the Commissioner regarding companies which are deciding to transfer production outside EU Member States due to the constraints associated with reduced CO2 emissions .,"Ich bin gerne dazu bereit , der Frau Kommissarin Informationen über Unternehmen zukommen zu lassen , die sich dazu entschlossen haben , aufgrund der Beschränkungen in Zusammenhang mit reduzierten CO2 -Emissionen künftig außerhalb der EU zu produzieren .",translate English to German: I will happily pass on information to the Commissioner regarding companies which are deciding to transfer production outside EU Member States due to the constraints associated with reduced CO2 emissions .,"<pad> Ich werde dem Kommissar gerne Informationen über die Unternehmen übermitteln, die beschließen, die Produktionen aufgrund der mit einer reduzierten CO2-Emission verbundenen Einschränkungen außerhalb der EU-Mitgliedstaaten zu verlagern.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
875,"Mr Dupuis , the Commission decides which Commissioners attend Question Time and determines the distribution of questions ; in any event , we note what you are saying and will pass on your concerns to the Commission .","Herr Dupuis , welche Kommissionsmitglieder zur Fragestunde kommen , entscheidet die Kommission ; sie nimmt auch die Aufteilung der Anfragen vor . Auf jeden Fall nehmen wir Ihre Worte zur Kenntnis und werden Ihr Anliegen an die Kommission weiterleiten .","translate English to German: Mr Dupuis , the Commission decides which Commissioners attend Question Time and determines the distribution of questions ; in any event , we note what you are saying and will pass on your concerns to the Commission .","<pad> Herr Dupuis, die Kommission beschließt, welche Kommissare an der Fragestunde teilnehmen und welche Fragestellen verteilt werden. Auf jeden Fall nehmen wir Ihre Ausführungen zur Kenntnis und werden Ihre Bedenken an die Kommission weiterleiten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
876,"If they cannot recoup some of them from the sale of spare parts , it is logical that they will have to pass them on through the price of new cars , and so cars will become more expensive .","Bringen sie sie nicht bei den Ersatzteilen unter , werden sie sie denklogisch auf den Neuwagenpreis umlegen müssen . Also werden die Autos teurer .","translate English to German: If they cannot recoup some of them from the sale of spare parts , it is logical that they will have to pass them on through the price of new cars , and so cars will become more expensive .","<pad> Wenn sie einige von ihnen nicht aus dem Ersatzteilverkauf zurückholen können, dann ist es logisch, daß sie sie durch den Preis für neue Autos weitergeben müssen, so werden die Autos teurer.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
877,— Will it take you months to beat all the levels ?,"— Brauchen Sie Monaten , um alle Levels zu beenden ?",translate English to German: — Will it take you months to beat all the levels ?,"<pad> — Werden Sie Monate dauern, um alle Level zu schlagen?</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
878,"As I said , I will immediately pass on your questions to Mrs Bjerregaard , who will be able to give you full answers .","Wie ich bereits sagte , werde ich die von Ihnen gestellten Fragen unverzüglich Frau Bjerregaard übermitteln , die in der Lage sein wird , Ihnen dazu vollständige Antworten zu geben .","translate English to German: As I said , I will immediately pass on your questions to Mrs Bjerregaard , who will be able to give you full answers .","<pad> Wie gesagt, werde ich Frau Bjerregaard umgehend Ihre Fragen übermitteln, die Ihnen vollständige Antworten geben können.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
879,Exchange programmes for teachers at all levels of education aimed at practicing teaching various subjects in a foreign language help to prepare teachers who can then pass on their linguistic expertise to pupils and students in their home countries .,"Austauschprogramme für Lehrer aller Unterrichtsstufen mit dem Ziel , in einer Fremdsprache Unterricht zu unterschiedlichen Themen zu halten , unterstützt die Lehrer bei ihrer Vorbereitung , die dann ihre sprachlichen Erfahrungen an ihre Schüler und Studenten in ihren Heimatländern weitergeben können .",translate English to German: Exchange programmes for teachers at all levels of education aimed at practicing teaching various subjects in a foreign language help to prepare teachers who can then pass on their linguistic expertise to pupils and students in their home countries .,"<pad> Austauschprogramme für Lehrer aus allen Bildungsebenen, mit denen verschiedene Themen in der Fremdsprache praktiziert werden sollen, erleichtern die Vorbereitung von Lehrern, die ihre sprachliche Kenntnisse dann an Schüler und Studenten in ihrem Heimatland weitergeben können.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
880,"These are all good suggestions to get the ball rolling , but they are no substitute for an overall solution .","Alles gute Möglichkeiten des Einstiegs , aber kein Ersatz für eine umfassende Lösung .","translate English to German: These are all good suggestions to get the ball rolling , but they are no substitute for an overall solution .","<pad> Das alles sind gute Vorschläge, um den Ball ins Rollen zu bringen, aber sie ersetzen keinen Ersatz für eine Gesamtlösung.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
881,Either you choose for a Low budget- or a custom made fair booth ; we always take care for an excellent quality and a perfect finishing off !,"Ob Sie nun wählen für einen low-budget Stand oder einen Stand nach Maßarbeit , wir sorgen jederzeit für ausgezeichnete Kwalität und eine perfekte Ausführung !",translate English to German: Either you choose for a Low budget- or a custom made fair booth ; we always take care for an excellent quality and a perfect finishing off !,<pad> Entweder Sie wählen einen Niedrigpreis- oder individuell gestalteten Messestand ; wir sorgen stets für eine hervorragende Qualität und ein perfektes Finish!</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
882,Those were the days when health policy was dealt with as a purely national concern .,"Das waren noch Zeiten , als die Gesundheitspolitik nur rein national behandelt wurde !",translate English to German: Those were the days when health policy was dealt with as a purely national concern .,"<pad> Das waren die Tage, da war die Gesundheitspolitik als rein nationales Anliegen angesehen worden.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
883,"I think that the common resolution as it is now before us is a good starting point for Parliament and I , as delegation chairman , should like to pass it on to our counterparts in Russia next week .","Meines Erachtens ist die gemeinsame Entschließung in ihrer jetzigen Fassung ein guter Ausgangspunkt für das Parlament , und ich als Delegationsvorsitzender würde sie in der nächsten Woche gern unseren russischen Kollegen übergeben .","translate English to German: I think that the common resolution as it is now before us is a good starting point for Parliament and I , as delegation chairman , should like to pass it on to our counterparts in Russia next week .","<pad> Ich denke, die gemeinsame Entschließung, so wie sie jetzt vorliegt, ist ein guter Ausgangspunkt für das Parlament, und ich als Vorsitzende der Delegation möchte sie an unsere Kollegen in Russland nächste Woche weiterleiten.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
884,It was the result of a long and rough time : they had to learn new techniques of agriculture and frying ; the facilities had to be enlarged and also there was a lot of work to do concerning the commercial increase and maintaining the quality standards etc .,"Es war das Ergebnis eines harten und langen Weges : das Erlernen neuer Techniken des Landbaus und des Frittierens , Erweiterung der Anlagen , Geschäftswachstum , Beibehaltung der Qualitätsstandards , usw.",translate English to German: It was the result of a long and rough time : they had to learn new techniques of agriculture and frying ; the facilities had to be enlarged and also there was a lot of work to do concerning the commercial increase and maintaining the quality standards etc .,"<pad> Das war das Ergebnis einer langen und harten Zeit : Sie mussten neue Techniken der Landwirtschaft und des Bratens lernen, die Anlagen wurden erweitert und es gab auch viel Arbeit im Hinblick auf die kommerzielle Erhöhung und Aufrechterhaltung der Qualitätsstandards.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
885,In this country it seems to be that the left hand doesn &apos;t know what the right hand does .,"Anscheinend hat hier in diesem Land die linke Hand keine Ahnung , was die rechte tut .",translate English to German: In this country it seems to be that the left hand doesn &apos;t know what the right hand does .,"<pad> In diesem Land scheint es so zu sein, dass die Linke nicht weiß, was die Rechte tut.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
887,"The wheels are removed in a jiffy , making it very easy to take with you in the car .","Die Räder lassen sich schnell abnehmen , sodass die Mitnahme im Auto kein Problem ist .","translate English to German: The wheels are removed in a jiffy , making it very easy to take with you in the car .","<pad> Die Räder werden in einer Scheibe entfernt, was es sehr leicht macht, sie im Auto mitzunehmen.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
888,"3 And it came to pass that on the morrow they started to go up , having with them one a Ammon , he being a strong and mighty man , and a b descendant of Zarahemla ; and he was also their leader .","3 Und es begab sich : Am nächsten Tag machten sie sich auf , hinaufzugehen , und sie hatten einen gewissen Ammon bei sich , der ein starker und mächtiger Mann war und ein Abkömmling Zarahemlas ; und er war auch ihr Führer .","translate English to German: 3 And it came to pass that on the morrow they started to go up , having with them one a Ammon , he being a strong and mighty man , and a b descendant of Zarahemla ; and he was also their leader .","<pad> 3 Und es begab sich : Am nächsten Tag fing er an, aufzugehen, mit ihnen ein a Ammon, er ist ein starker und mächtiger Mann und Abkömmling von Zarahemla ; und er war auch ihr Führer.</s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>"
