,en,trans,de,en_idiom,Wrong
1156,"Michael Jackson : unresting artist , exceptionally gifted singer and dancer , hard-headed business man , eccentric bad boy , King of Pop – loved and admired by millions .","Jochen Ebmeier, born in Berlin in 1947, studied philosophy and history at the Free University.","Jochen Ebmeier , geboren 1947 in Berlin , Studium der Philosophie und Geschichte an der Freien Universität .",man and boy,x
1157,"Stuck on the dashboard , he Nano Pad holds anything placed on its even surface – even under rough conditions like fast driving or steep hills and curves . To remove it , you simply take it off the board .", The Nano-Pad is ® simply placed on top of the dashboard and the utensil placed on the pad with a slight pressure - that's it.,Das Nano-Pad wird ® einfach oben auf das Armaturenbrett gelegt und das Utensil mit einem leichten Druck auf dem Pad abgelegt - fertig .,to rough it,x
1158,"By launching the new plant , the company expects to raise the aluminium bar output to 20 thousand tons a year over the next five years , and to 16 thousand tons a year already by the end of 2009 ( the current output is 5 thousand tons a year ) .","Thanks to the commissioning of the new plant, the company plans to increase the production capacity of aluminum ingots up to 20,000 t per year in the next five years, and below that by the end of 2009 – up to 16,000 t per year (today it is 5,000 t per year ) .","Das Unternehmen hat vor , dank der Inbetriebnahme des neuen Werkes , in den nächsten fünf Jahren die Produktionsleistung von Aluminium-Barren bis zu 20.000 t pro Jahr und darunter schon bis Ende 2009 – bis zu 16.000 t pro Jahr zu erhöhen ( heute sind es 5.000 t pro Jahr ) .",to raise the bar,
1159,The „ loupe “ allows in a higher zoom grade to „ fly “ over the region by mouse ., The “magnifying glass” enables you to fly over the selected region at a higher zoom level using the mouse.,Die „ Lupe “ ermöglicht per Maus die ausgewählte Region in höherer Zoomstufe zu überfliegen .,to fly by,
1160,"In larger plants such as trees , the root pressure and transpirational pull work together as a pump that pulls sap from the soil up to where it is transpired .","In the cambium, which is located between the xylem and phloem, further xylem can arise through cell division, the so-called secondary xylem. The cambium gives off secondary xylem cells inward and secondary phloem cells outward.","Im Kambium , welches sich zwischen Xylem und Phloem befindet , kann durch Zellteilung weiteres Xylem entstehen , das so genannte sekundäre Xylem . Das Kambium gibt nach innen Zellen des sekundären Xylems ab , nach außen Zellen des sekundären Phloems .",to pull together,x
1161,"But , in any case , none of this discussion has come to the fore .", But this has not been discussed in any way .,Doch darüber ist in keiner Weise diskutiert worden .,to come to the fore,
1162,"Secondly , in terms of content , our Parliament as a whole was unable to reach a decision on my proposal since it wanted to pass this text at first reading via an informal procedure that I oppose ."," Secondly , as far as the substance of my proposal is concerned , our Parliament as a whole could not come to a decision as it wanted to adopt this text at first reading in an informal procedure which I do not support .","Zweitens konnte unser Parlament als Ganzes , was den Inhalt anbelangt , hinsichtlich meines Vorschlags zu keiner Entscheidung kommen , da es diesen Text bei der ersten Lesung in einem informellen Verfahren , das ich nicht befürworte , annehmen wollte .",to pass on,
1163,Why am I still paying - in this day and age - for using internet in the room ?, At the moment of check-in was a fire alarm going off which made the staff confused - non organized .,At the moment of check-in was a fire alarm going off which made the staff confused - non organized .,in this day and age,x
1164,It &apos;s never easy when the little ones learn to fly and take off on their own adventures ., It's always difficult when the little ones fledge.,"Es ist immer schwierig , wenn die Kleinen flügge werden .",to take it easy,
1165,"Of course life is not risk-free but there has to be a balance in that risk and if people know what the choices are , they are more likely to be able to make an informed judgement ."," Of course there are always risks in life, but it must be possible to weigh them up. When citizens are fully informed, they are in a better position to make informed decisions.","Natürlich gibt es im Leben immer Risiken , aber es muss möglich sein , sie abzuwägen . Wenn die Bürger allseitig informiert sind , dann sind sie besser in der Lage , eine Entscheidung in Kenntnis der Sachlage zu treffen .",to be in the know,
1166,"If the border between the sky and the ground is rough , use the Blur tool to smooth it .","If the transition between the ground and the sky is too harsh, you can use the Blur tool to smooth it.","Falls der Übergang zwischen Boden und Himmel zu hart sein sollte , können Sie das Weichzeichnen-Werkzeug ( Blur tool ) verwenden , um ihn zu glätten .",to rough it,
1167,"( DE ) Madam President , Mr Almunia , we need to bite the bullet now , rather than prolonging the agony ."," Madam President, Commissioner! Better an end with terror than a terror without end.","Frau Präsidentin , Herr Kommissar ! Lieber ein Ende mit Schrecken als ein Schrecken ohne Ende .",to bite the bullet,
1168,"Our staff also have local knowledge and expertise and can advise on the best places to go for sightseeing highlights , local activities or nearby restaurants ."," Our employees are very familiar with the respective area and are happy to tell you about the most beautiful sights, possible leisure activities in the area or nearby restaurants.","Unsere Mitarbeiter kennen sich in der jeweiligen Gegend bestens aus und verraten gerne die schönsten Sehenswürdigkeiten , mögliche Freizeitaktivitäten in der Umgebung oder nahe gelegene Restaurants .",to go places,
1169,"That is very good news , which I wanted to pass on to colleagues this morning .", These are very positive developments that I did not want to keep from my colleagues this morning.,"Das sind sehr erfreuliche Entwicklungen , die ich den Kollegen heute morgen nicht vorenthalten wollte .",to pass on,
